Data,Valor,Tipo,CentroCusto,Detalhe,Banco
2025-03-15,0.0,Entrada,Clinica,Crédito,Banese
2025-03-15,0.0,Entrada,Clinica,Dinheiro,
2025-03-15,775.8199999999997,Reforço,,,
2025-03-15,0.0,Entrada,Clinica,Crédito,Mercado Pago
2025-03-15,0.0,Entrada,Conta,Convenios,IPES
2025-03-15,0.0,Entrada,Clinica,Crédito,Santander
2025-03-15,0.0,Saída,Pagamentos,Tarifa,Santander
2025-03-15,245.83,Saída,Dinheiro,,
2025-03-15,0.0,Entrada,Conta,Convenios,GEAP
2025-03-15,0.0,Entrada,Laboratorio,Débito,Banese
2025-03-15,0.0,Saída,Comissões,,
2025-03-15,0.0,Entrada,Laboratorio,Crédito,Santander
2025-03-15,0.0,Entrada,Laboratorio,Crédito,Banese
2025-03-15,0.0,Entrada,Laboratorio,Débito,Santander
2025-03-15,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2025-03-15,0.0,Entrada,Clinica,Débito,Mercado Pago
2025-03-15,0.0,Entrada,Clinica,Débito,Banese
2025-03-15,0.0,Saída,Pagamentos, ,Santander
2025-03-16,0.0,Entrada,Conta,Convenios,SESI
2025-03-16,0.0,Entrada,Clinica,Débito,Banese
2025-03-16,0.0,Saída,Pagamentos, ,C6
2025-03-16,0.0,Saída,Pagamentos, ,Santander
2025-03-16,0.0,Entrada,Laboratorio,Crédito,Santander
2025-03-16,0.0,Entrada,Laboratorio,Débito,Santander
2025-03-16,0.0,Entrada,Conta,Convenios,SUS
2025-03-16,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2025-03-16,0.0,Saída,Pagamentos, ,Caixa
2025-03-16,0.0,Entrada,Clinica,Pix,
2025-03-16,0.0,Saída,Comissões,,
2025-03-16,0.0,Entrada,Clinica,Débito,Santander
2025-03-16,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2025-03-16,0.0,Entrada,Conta,Convenios,GEAP
2025-03-16,0.0,Entrada,Laboratorio,Dinheiro,
2025-03-16,0.0,Entrada,Laboratorio,Crédito,Banese
2025-03-16,0.0,Saída,Dinheiro,,
2025-03-16,0.0,Saída,Pix,,
2025-03-16,0.0,Entrada,Clinica,Crédito,Santander
2025-03-16,0.0,Entrada,Clinica,Dinheiro,
2025-03-16,0.0,Saída,Pagamentos,Tarifa,MULVI
2025-03-16,0.0,Saída,Pagamentos,Tarifa,Santander
2025-03-16,0.0,Entrada,Laboratorio,Débito,Banese
2025-03-16,0.0,Saída,Pagamentos,Financiamento,BNB
2025-03-16,0.0,Saída,Pagamentos,Taxa Pix,Santander
2025-03-16,0.0,Entrada,Clinica,Crédito,Banese
2025-03-16,0.0,Entrada,Clinica,Débito,Mercado Pago
2025-03-16,0.0,Entrada,Laboratorio,Pix,
2025-03-16,0.0,Entrada,Clinica,Crédito,Mercado Pago
2025-03-16,0.0,Entrada,Conta,Convenios,IPES
2025-03-16,1179.9899999999998,Reforço,,,
2025-03-16,0.0,Saída,Comissões,Pix,
2025-03-17,0.0,Saída,Pagamentos,Taxa Pix,Santander
2025-03-17,1179.9899999999998,Reforço,,,
2025-03-17,0.0,Entrada,Clinica,Débito,Mercado Pago
2025-03-17,0.0,Entrada,Laboratorio,Crédito,Banese
2025-03-17,1196.4,Saída,Comissões,,
2025-03-17,0.0,Saída,Dinheiro,,
2025-03-17,0.0,Entrada,Conta,Convenios,SUS
2025-03-17,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2025-03-17,0.0,Saída,Comissões,Pix,
2025-03-17,0.0,Entrada,Laboratorio,Débito,Banese
2025-03-17,0.0,Saída,Pagamentos,Tarifa,MULVI
2025-03-17,0.0,Saída,Pix,,
2025-03-17,0.0,Entrada,Conta,Convenios,IPES
2025-03-17,427.6,Entrada,Laboratorio,Débito,Santander
2025-03-17,0.0,Entrada,Conta,Convenios,GEAP
2025-03-17,8174.89,Saída,Pagamentos, ,Santander
2025-03-17,0.0,Entrada,Laboratorio,Pix,
2025-03-17,968.6,Entrada,Laboratorio,Dinheiro,
2025-03-17,0.0,Saída,Pagamentos, ,Caixa
2025-03-17,0.0,Entrada,Clinica,Débito,Banese
2025-03-17,867.4,Entrada,Laboratorio,Crédito,Santander
2025-03-17,392.0,Entrada,Clinica,Crédito,Mercado Pago
2025-03-17,305.0,Entrada,Clinica,Pix,
2025-03-17,0.0,Entrada,Clinica,Crédito,Santander
2025-03-17,0.0,Saída,Pagamentos, ,C6
2025-03-17,0.0,Entrada,Conta,Convenios,SESI
2025-03-17,0.0,Entrada,Clinica,Débito,Santander
2025-03-17,59.86,Saída,Pagamentos,Tarifa,Mercado Pago
2025-03-17,68.38,Saída,Pagamentos,Tarifa,Santander
2025-03-17,0.0,Saída,Pagamentos,Financiamento,BNB
2025-03-17,0.0,Entrada,Clinica,Crédito,Banese
2025-03-17,485.0,Entrada,Clinica,Dinheiro,
2025-03-18,0.0,Entrada,Laboratorio,Débito,Banese
2025-03-18,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2025-03-18,1455.0,Entrada,Clinica,Dinheiro,
2025-03-18,0.0,Saída,Pix,,
2025-03-18,0.0,Entrada,Conta,Convenios,SESI
2025-03-18,0.0,Saída,Pagamentos, ,Caixa
2025-03-18,38531.42,Entrada,Conta,Convenios,IPES
2025-03-18,0.0,Saída,Pagamentos,Tarifa,MULVI
2025-03-18,0.0,Entrada,Clinica,Débito,Banese
2025-03-18,0.0,Entrada,Clinica,Crédito,Mercado Pago
2025-03-18,1237.85,Saída,Pagamentos, ,Santander
2025-03-18,0.0,Entrada,Laboratorio,Dinheiro,
2025-03-18,0.0,Entrada,Laboratorio,Débito,Santander
2025-03-18,0.0,Entrada,Conta,Convenios,SUS
2025-03-18,0.0,Saída,Pagamentos,Tarifa,Santander
2025-03-18,0.0,Entrada,Clinica,Crédito,Santander
2025-03-18,0.0,Saída,Pagamentos,Taxa Pix,Santander
2025-03-18,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2025-03-18,0.0,Entrada,Conta,Convenios,GEAP
2025-03-18,1640.0,Entrada,Clinica,Pix,
2025-03-18,0.0,Saída,Comissões,Pix,
2025-03-18,0.0,Saída,Pagamentos,Financiamento,BNB
2025-03-18,0.0,Entrada,Laboratorio,Crédito,Santander
2025-03-18,0.0,Entrada,Laboratorio,Crédito,Banese
2025-03-18,286.69,Entrada,Laboratorio,Pix,
2025-03-18,125.89,Saída,Dinheiro,,
2025-03-18,2163.22,Saída,Comissões,,
2025-03-18,0.0,Entrada,Clinica,Débito,Mercado Pago
2025-03-18,0.0,Saída,Pagamentos, ,C6
2025-03-18,0.0,Entrada,Clinica,Crédito,Banese
2025-03-18,0.0,Entrada,Clinica,Débito,Santander
2025-03-18,1437.1899999999996,Reforço,,,
2025-03-19,0.0,Entrada,Laboratorio,Débito,Santander
2025-03-19,0.0,Entrada,Clinica,Crédito,Mercado Pago
2025-03-19,55.98,Saída,Dinheiro,,
2025-03-19,0.0,Entrada,Clinica,Débito,Mercado Pago
2025-03-19,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2025-03-19,0.0,Saída,Pix,,
2025-03-19,0.0,Entrada,Clinica,Crédito,Santander
2025-03-19,0.0,Entrada,Clinica,Crédito,Banese
2025-03-19,38585.69,Entrada,Conta,Convenios,IPES
2025-03-19,2.97,Saída,Pagamentos,Taxa Pix,Santander
2025-03-19,603.0799999999999,Reforço,,,
2025-03-19,155.0,Entrada,Clinica,Dinheiro,
2025-03-19,3.569999999999993,Saída,Pagamentos,Tarifa,MULVI
2025-03-19,0.0,Saída,Pagamentos,Financiamento,BNB
2025-03-19,828.0,Entrada,Laboratorio,Pix,
2025-03-19,0.0,Saída,Pagamentos, ,C6
2025-03-19,6408.79,Saída,Pagamentos, ,Santander
2025-03-19,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2025-03-19,60.0,Entrada,Laboratorio,Crédito,Santander
2025-03-19,0.0,Saída,Comissões,,
2025-03-19,0.0,Entrada,Laboratorio,Crédito,Banese
2025-03-19,0.0,Entrada,Conta,Convenios,SUS
2025-03-19,0.0,Entrada,Conta,Convenios,GEAP
2025-03-19,213.9,Entrada,Laboratorio,Débito,Banese
2025-03-19,0.0,Saída,Pagamentos, ,Caixa
2025-03-19,0.0,Entrada,Clinica,Débito,Banese
2025-03-19,186.0,Entrada,Laboratorio,Dinheiro,
2025-03-19,0.0,Saída,Comissões,Pix,
2025-03-19,2.719999999999999,Saída,Pagamentos,Tarifa,Santander
2025-03-19,0.0,Entrada,Conta,Convenios,SESI
2025-03-19,0.0,Entrada,Clinica,Débito,Santander
2025-03-19,35.0,Entrada,Clinica,Pix,
2025-03-20,0.0,Entrada,Clinica,Débito,Mercado Pago
2025-03-20,25086.63,Saída,Pagamentos, ,Santander
2025-03-20,0.0,Saída,Pix,,
2025-03-20,0.0,Entrada,Conta,Convenios,GEAP
2025-03-20,0.0,Saída,Pagamentos,Financiamento,BNB
2025-03-20,0.0,Entrada,Clinica,Débito,Santander
2025-03-20,0.0,Saída,Pagamentos,Tarifa,MULVI
2025-03-20,350.0,Entrada,Clinica,Pix,
2025-03-20,2.62,Saída,Pagamentos,Taxa Pix,Santander
2025-03-20,888.0999999999999,Reforço,,,
2025-03-20,19.0,Entrada,Laboratorio,Pix,
2025-03-20,0.0,Saída,Pagamentos, ,C6
2025-03-20,0.0,Entrada,Laboratorio,Débito,Banese
2025-03-20,140.0,Entrada,Clinica,Crédito,Santander
2025-03-20,15.0,Entrada,Laboratorio,Dinheiro,
2025-03-20,0.0,Entrada,Clinica,Crédito,Mercado Pago
2025-03-20,0.0,Entrada,Conta,Convenios,IPES
2025-03-20,0.0,Entrada,Laboratorio,Débito,Santander
2025-03-20,0.0,Entrada,Conta,Convenios,SUS
2025-03-20,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2025-03-20,0.0,Saída,Comissões,Pix,
2025-03-20,700.0,Entrada,Clinica,Dinheiro,
2025-03-20,0.0,Entrada,Clinica,Crédito,Banese
2025-03-20,0.0,Saída,Dinheiro,,
2025-03-20,0.0,Entrada,Clinica,Débito,Banese
2025-03-20,28.350000000000023,Saída,Pagamentos,Tarifa,Santander
2025-03-20,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2025-03-20,713.55,Saída,Comissões,,
2025-03-20,0.0,Saída,Pagamentos, ,Caixa
2025-03-20,268.6,Entrada,Laboratorio,Crédito,Santander
2025-03-20,0.0,Entrada,Laboratorio,Crédito,Banese
2025-03-20,1057.8,Entrada,Conta,Convenios,SESI
2025-03-21,1616.53,Saída,Comissões,,
2025-03-21,0.0,Entrada,Clinica,Crédito,Banese
2025-03-21,889.55,Reforço,,,
2025-03-21,7418.49,Saída,Pagamentos, ,Santander
2025-03-21,188.32000000000016,Saída,Pagamentos,Tarifa,Santander
2025-03-21,280.0,Entrada,Clinica,Crédito,Santander
2025-03-21,775.4,Entrada,Laboratorio,Crédito,Santander
2025-03-21,0.0,Entrada,Conta,Convenios,GEAP
2025-03-21,770.0,Entrada,Clinica,Pix,
2025-03-21,0.0,Entrada,Clinica,Débito,Santander
2025-03-21,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2025-03-21,0.0,Saída,Pagamentos,Tarifa,MULVI
2025-03-21,0.0,Entrada,Laboratorio,Débito,Banese
2025-03-21,0.0,Saída,Comissões,Pix,
2025-03-21,747.89,Saída,Pagamentos, ,C6
2025-03-21,0.0,Entrada,Conta,Convenios,SUS
2025-03-21,0.0,Entrada,Clinica,Débito,Mercado Pago
2025-03-21,0.0,Entrada,Conta,Convenios,IPES
2025-03-21,0.0,Entrada,Clinica,Crédito,Mercado Pago
2025-03-21,0.0,Saída,Pagamentos, ,Caixa
2025-03-21,0.0,Entrada,Conta,Convenios,SESI
2025-03-21,548.0,Entrada,Laboratorio,Dinheiro,
2025-03-21,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2025-03-21,0.0,Saída,Pix,,
2025-03-21,0.0,Entrada,Laboratorio,Débito,Santander
2025-03-21,1575.0,Entrada,Clinica,Dinheiro,
2025-03-21,428.33,Entrada,Laboratorio,Pix,
2025-03-21,8.91,Saída,Pagamentos,Taxa Pix,Santander
2025-03-21,89.67,Saída,Dinheiro,,
2025-03-21,0.0,Saída,Pagamentos,Financiamento,BNB
2025-03-21,0.0,Entrada,Laboratorio,Crédito,Banese
2025-03-21,0.0,Entrada,Clinica,Débito,Banese
2025-03-22,0.0,Entrada,Laboratorio,Débito,Banese
2025-03-22,0.0,Saída,Pagamentos, ,Caixa
2025-03-22,0.0,Saída,Pagamentos,Financiamento,BNB
2025-03-22,0.0,Entrada,Clinica,Débito,Santander
2025-03-22,0.0,Saída,Pagamentos,Tarifa,MULVI
2025-03-22,0.0,Saída,Comissões,Pix,
2025-03-22,0.0,Saída,Pagamentos, ,C6
2025-03-22,720.0,Entrada,Clinica,Dinheiro,
2025-03-22,0.0,Entrada,Laboratorio,Crédito,Banese
2025-03-22,0.0,Entrada,Clinica,Débito,Banese
2025-03-22,0.0,Saída,Pix,,
2025-03-22,0.0,Saída,Pagamentos,Taxa Pix,Santander
2025-03-22,0.0,Entrada,Clinica,Débito,Mercado Pago
2025-03-22,600.0,Saída,Pagamentos, ,Santander
2025-03-22,0.0,Entrada,Clinica,Crédito,Santander
2025-03-22,0.0,Saída,Pagamentos,Tarifa,Santander
2025-03-22,358.2,Entrada,Laboratorio,Pix,
2025-03-22,0.0,Entrada,Clinica,Crédito,Banese
2025-03-22,1306.35,Reforço,,,
2025-03-22,240.0,Entrada,Clinica,Pix,
2025-03-22,1304.38,Entrada,Laboratorio,Crédito,Santander
2025-03-22,882.51,Saída,Comissões,,
2025-03-22,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2025-03-22,19068.42,Entrada,Conta,Convenios,SUS
2025-03-22,0.0,Entrada,Conta,Convenios,IPES
2025-03-22,0.0,Entrada,Clinica,Crédito,Mercado Pago
2025-03-22,0.0,Entrada,Laboratorio,Débito,Santander
2025-03-22,437.0,Entrada,Laboratorio,Dinheiro,
2025-03-22,70.0,Saída,Dinheiro,,
2025-03-22,0.0,Entrada,Conta,Convenios,SESI
2025-03-22,203.8,Saída,Pagamentos,Tarifa,Mercado Pago
2025-03-22,0.0,Entrada,Conta,Convenios,GEAP
2025-03-23,0.0,Entrada,Clinica,Débito,Banese
2025-03-23,0.0,Saída,Pagamentos,Taxa Pix,Santander
2025-03-23,0.0,Entrada,Clinica,Débito,Santander
2025-03-23,0.0,Saída,Pagamentos,Tarifa,MULVI
2025-03-23,1510.8400000000004,Reforço,,,
2025-03-23,0.0,Entrada,Clinica,Débito,Mercado Pago
2025-03-23,0.0,Saída,Pagamentos, ,Santander
2025-03-23,0.0,Entrada,Conta,Convenios,IPES
2025-03-23,0.0,Entrada,Conta,Convenios,SUS
2025-03-23,0.0,Entrada,Conta,Convenios,GEAP
2025-03-23,0.0,Entrada,Laboratorio,Crédito,Banese
2025-03-23,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2025-03-23,0.0,Entrada,Laboratorio,Débito,Santander
2025-03-23,0.0,Saída,Dinheiro,,
2025-03-23,0.0,Saída,Pix,,
2025-03-23,0.0,Entrada,Clinica,Crédito,Mercado Pago
2025-03-23,0.0,Entrada,Clinica,Crédito,Banese
2025-03-23,0.0,Saída,Comissões,Pix,
2025-03-23,0.0,Entrada,Laboratorio,Crédito,Santander
2025-03-23,0.0,Entrada,Clinica,Dinheiro,
2025-03-23,0.0,Saída,Pagamentos,Tarifa,Santander
2025-03-23,0.0,Entrada,Laboratorio,Pix,
2025-03-23,0.0,Saída,Pagamentos, ,Caixa
2025-03-23,0.0,Entrada,Laboratorio,Débito,Banese
2025-03-23,0.0,Entrada,Conta,Convenios,SESI
2025-03-23,0.0,Entrada,Clinica,Pix,
2025-03-23,0.0,Saída,Comissões,,
2025-03-23,0.0,Saída,Pagamentos, ,C6
2025-03-23,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2025-03-23,0.0,Entrada,Clinica,Crédito,Santander
2025-03-23,0.0,Entrada,Laboratorio,Dinheiro,
2025-03-23,0.0,Saída,Pagamentos,Financiamento,BNB
2025-03-24,0.0,Entrada,Laboratorio,Pix,
2025-03-24,0.0,Saída,Pagamentos,Financiamento,BNB
2025-03-24,0.0,Entrada,Laboratorio,Débito,Santander
2025-03-24,0.0,Saída,Pagamentos, ,Caixa
2025-03-24,5.94,Saída,Pagamentos,Taxa Pix,Santander
2025-03-24,0.0,Entrada,Conta,Convenios,IPES
2025-03-24,225.0,Entrada,Clinica,Dinheiro,
2025-03-24,0.0,Entrada,Clinica,Débito,Banese
2025-03-24,0.0,Saída,Pix,,
2025-03-24,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2025-03-24,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2025-03-24,0.0,Entrada,Clinica,Crédito,Santander
2025-03-24,0.0,Entrada,Conta,Convenios,SUS
2025-03-24,127.1,Entrada,Laboratorio,Crédito,Banese
2025-03-24,0.0,Entrada,Conta,Convenios,SESI
2025-03-24,0.0,Entrada,Laboratorio,Débito,Banese
2025-03-24,66.13,Saída,Pagamentos,Tarifa,Santander
2025-03-24,861.71,Saída,Pagamentos, ,C6
2025-03-24,0.0,Entrada,Clinica,Débito,Mercado Pago
2025-03-24,185.0,Entrada,Clinica,Pix,
2025-03-24,1510.8400000000004,Reforço,,,
2025-03-24,0.0,Entrada,Clinica,Débito,Santander
2025-03-24,0.0,Entrada,Conta,Convenios,GEAP
2025-03-24,336.0,Entrada,Laboratorio,Dinheiro,
2025-03-24,0.0,Entrada,Clinica,Crédito,Mercado Pago
2025-03-24,526.0,Saída,Dinheiro,,
2025-03-24,2602.77,Saída,Pagamentos, ,Santander
2025-03-24,5.609999999999999,Saída,Pagamentos,Tarifa,MULVI
2025-03-24,886.2,Saída,Comissões,,
2025-03-24,0.0,Saída,Comissões,Pix,
2025-03-24,0.0,Entrada,Laboratorio,Crédito,Santander
2025-03-24,640.0,Entrada,Clinica,Crédito,Banese
2025-03-25,0.0,Entrada,Laboratorio,Crédito,Banese
2025-03-25,0.0,Saída,Pagamentos,Financiamento,BNB
2025-03-25,0.0,Saída,Pix,,
2025-03-25,0.0,Entrada,Clinica,Crédito,Mercado Pago
2025-03-25,0.0,Entrada,Conta,Convenios,SUS
2025-03-25,7856.68,Saída,Pagamentos, ,Santander
2025-03-25,0.0,Saída,Pagamentos,Tarifa,MULVI
2025-03-25,0.0,Saída,Comissões,Pix,
2025-03-25,384.8,Entrada,Laboratorio,Crédito,Santander
2025-03-25,0.0,Entrada,Clinica,Débito,Santander
2025-03-25,291.0,Entrada,Laboratorio,Dinheiro,
2025-03-25,0.0,Entrada,Laboratorio,Débito,Banese
2025-03-25,891.5,Saída,Comissões,,
2025-03-25,300.0,Entrada,Clinica,Crédito,Santander
2025-03-25,0.0,Entrada,Clinica,Débito,Mercado Pago
2025-03-25,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2025-03-25,6.01,Saída,Pagamentos,Taxa Pix,Santander
2025-03-25,620.0,Entrada,Clinica,Dinheiro,
2025-03-25,0.0,Saída,Pagamentos, ,C6
2025-03-25,659.6400000000001,Reforço,,,
2025-03-25,0.0,Entrada,Conta,Convenios,SESI
2025-03-25,0.0,Saída,Dinheiro,,
2025-03-25,0.0,Saída,Pagamentos, ,Caixa
2025-03-25,283.0,Entrada,Laboratorio,Pix,
2025-03-25,34.75,Saída,Pagamentos,Tarifa,Santander
2025-03-25,0.0,Entrada,Conta,Convenios,GEAP
2025-03-25,0.0,Entrada,Conta,Convenios,IPES
2025-03-25,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2025-03-25,0.0,Entrada,Laboratorio,Débito,Santander
2025-03-25,440.0,Entrada,Clinica,Pix,
2025-03-25,0.0,Entrada,Clinica,Crédito,Banese
2025-03-25,0.0,Entrada,Clinica,Débito,Banese
2025-03-26,0.0,Entrada,Conta,Convenios,IPES
2025-03-26,0.0,Saída,Pagamentos, ,Caixa
2025-03-26,0.0,Entrada,Clinica,Débito,Mercado Pago
2025-03-26,0.0,Saída,Comissões,Pix,
2025-03-26,300.0,Entrada,Conta,Convenios,GEAP
2025-03-26,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2025-03-26,274.0,Saída,Comissões,,
2025-03-26,0.0,Entrada,Laboratorio,Débito,Santander
2025-03-26,0.0,Entrada,Clinica,Pix,
2025-03-26,0.0,Entrada,Conta,Convenios,SESI
2025-03-26,0.0,Entrada,Clinica,Débito,Banese
2025-03-26,4.290000000000006,Saída,Pagamentos,Tarifa,MULVI
2025-03-26,2.97,Saída,Pagamentos,Taxa Pix,Santander
2025-03-26,250.0,Entrada,Clinica,Débito,Santander
2025-03-26,199.0,Entrada,Clinica,Dinheiro,
2025-03-26,48.110000000000014,Saída,Pagamentos,Tarifa,Santander
2025-03-26,0.0,Saída,Pagamentos, ,C6
2025-03-26,0.0,Entrada,Laboratorio,Débito,Banese
2025-03-26,163.0,Entrada,Laboratorio,Dinheiro,
2025-03-26,0.0,Entrada,Clinica,Crédito,Santander
2025-03-26,40.0,Entrada,Clinica,Crédito,Banese
2025-03-26,0.0,Saída,Pagamentos,Financiamento,BNB
2025-03-26,679.1400000000001,Reforço,,,
2025-03-26,379.1,Entrada,Laboratorio,Crédito,Santander
2025-03-26,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2025-03-26,44.0,Entrada,Laboratorio,Crédito,Banese
2025-03-26,46.42,Saída,Dinheiro,,
2025-03-26,0.0,Entrada,Clinica,Crédito,Mercado Pago
2025-03-26,0.0,Saída,Pix,,
2025-03-26,0.0,Entrada,Conta,Convenios,SUS
2025-03-26,16.0,Entrada,Laboratorio,Pix,
2025-03-26,650.0,Saída,Pagamentos, ,Santander
2025-03-27,0.0,Entrada,Conta,Convenios,SUS
2025-03-27,0.0,Entrada,Laboratorio,Crédito,Banese
2025-03-27,300.0,Entrada,Clinica,Crédito,Santander
2025-03-27,515.0,Entrada,Clinica,Pix,
2025-03-27,0.0,Entrada,Laboratorio,Débito,Banese
2025-03-27,421.0,Entrada,Laboratorio,Dinheiro,
2025-03-27,1158.95,Saída,Comissões,,
2025-03-27,17.100000000000023,Saída,Pagamentos,Tarifa,Santander
2025-03-27,0.0,Saída,Pagamentos, ,Santander
2025-03-27,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2025-03-27,780.0,Entrada,Clinica,Dinheiro,
2025-03-27,0.0,Entrada,Conta,Convenios,SESI
2025-03-27,0.0,Saída,Pagamentos, ,C6
2025-03-27,0.0,Saída,Pagamentos,Tarifa,MULVI
2025-03-27,0.0,Saída,Pagamentos,Taxa Pix,Santander
2025-03-27,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2025-03-27,0.0,Entrada,Conta,Convenios,IPES
2025-03-27,0.0,Saída,Pagamentos, ,Caixa
2025-03-27,0.0,Entrada,Clinica,Crédito,Banese
2025-03-27,0.0,Entrada,Conta,Convenios,GEAP
2025-03-27,0.0,Entrada,Laboratorio,Crédito,Santander
2025-03-27,0.0,Saída,Pix,,
2025-03-27,475.0,Saída,Comissões,Pix,
2025-03-27,0.0,Entrada,Clinica,Débito,Banese
2025-03-27,429.0,Entrada,Laboratorio,Pix,
2025-03-27,720.7200000000001,Reforço,,,
2025-03-27,0.0,Entrada,Clinica,Débito,Santander
2025-03-27,0.0,Entrada,Laboratorio,Débito,Santander
2025-03-27,247.0,Saída,Dinheiro,,
2025-03-27,0.0,Entrada,Clinica,Débito,Mercado Pago
2025-03-27,0.0,Entrada,Clinica,Crédito,Mercado Pago
2025-03-27,0.0,Saída,Pagamentos,Financiamento,BNB
2025-03-28,0.0,Saída,Pagamentos, ,Caixa
2025-03-28,1794.0,Entrada,Clinica,Dinheiro,
2025-03-28,0.0,Entrada,Laboratorio,Pix,
2025-03-28,0.0,Entrada,Laboratorio,Crédito,Santander
2025-03-28,0.0,Saída,Pix,,
2025-03-28,463.1,Entrada,Laboratorio,Crédito,Banese
2025-03-28,23.159999999999968,Saída,Pagamentos,Tarifa,Santander
2025-03-28,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2025-03-28,0.0,Entrada,Laboratorio,Débito,Banese
2025-03-28,1641.0,Saída,Comissões,,
2025-03-28,0.0,Saída,Pagamentos, ,C6
2025-03-28,2.73,Saída,Pagamentos,Taxa Pix,Santander
2025-03-28,0.0,Entrada,Conta,Convenios,GEAP
2025-03-28,0.0,Entrada,Clinica,Crédito,Mercado Pago
2025-03-28,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2025-03-28,280.0,Entrada,Clinica,Crédito,Banese
2025-03-28,647.89,Saída,Comissões,Pix,
2025-03-28,0.0,Saída,Pagamentos,Financiamento,BNB
2025-03-28,0.0,Entrada,Clinica,Débito,Banese
2025-03-28,0.0,Entrada,Clinica,Débito,Mercado Pago
2025-03-28,515.7700000000002,Reforço,,,
2025-03-28,0.0,Entrada,Conta,Convenios,IPES
2025-03-28,10.0,Saída,Dinheiro,,
2025-03-28,390.0,Entrada,Clinica,Crédito,Santander
2025-03-28,0.0,Entrada,Clinica,Débito,Santander
2025-03-28,426.92,Entrada,Laboratorio,Dinheiro,
2025-03-28,60.55,Saída,Pagamentos,Tarifa,MULVI
2025-03-28,0.0,Entrada,Conta,Convenios,SESI
2025-03-28,0.0,Entrada,Conta,Convenios,SUS
2025-03-28,0.0,Entrada,Laboratorio,Débito,Santander
2025-03-28,840.0,Entrada,Clinica,Pix,
2025-03-28,19246.44,Saída,Pagamentos, ,Santander
2025-03-29,0.0,Entrada,Laboratorio,Pix,
2025-03-29,0.0,Entrada,Clinica,Crédito,Santander
2025-03-29,0.0,Entrada,Clinica,Crédito,Banese
2025-03-29,0.0,Entrada,Laboratorio,Débito,Banese
2025-03-29,0.0,Saída,Pagamentos, ,Santander
2025-03-29,0.0,Saída,Pagamentos,Financiamento,BNB
2025-03-29,0.0,Entrada,Clinica,Crédito,Mercado Pago
2025-03-29,0.0,Saída,Pagamentos, ,C6
2025-03-29,53.4,Entrada,Laboratorio,Crédito,Santander
2025-03-29,0.0,Saída,Comissões,Pix,
2025-03-29,0.0,Entrada,Clinica,Débito,Santander
2025-03-29,0.0,Saída,Pagamentos,Tarifa,MULVI
2025-03-29,0.0,Entrada,Laboratorio,Crédito,Banese
2025-03-29,0.0,Entrada,Conta,Convenios,GEAP
2025-03-29,80.0,Saída,Dinheiro,,
2025-03-29,0.0,Entrada,Clinica,Débito,Banese
2025-03-29,0.0,Entrada,Clinica,Pix,
2025-03-29,0.0,Entrada,Clinica,Débito,Mercado Pago
2025-03-29,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2025-03-29,0.0,Saída,Pagamentos,Tarifa,Santander
2025-03-29,0.0,Entrada,Laboratorio,Débito,Santander
2025-03-29,0.0,Saída,Pagamentos,Taxa Pix,Santander
2025-03-29,0.0,Entrada,Conta,Convenios,SESI
2025-03-29,0.0,Entrada,Conta,Convenios,IPES
2025-03-29,0.0,Entrada,Clinica,Dinheiro,
2025-03-29,0.0,Saída,Pix,,
2025-03-29,0.0,Saída,Pagamentos, ,Caixa
2025-03-29,1085.6900000000005,Reforço,,,
2025-03-29,0.0,Saída,Comissões,,
2025-03-29,30.0,Entrada,Laboratorio,Dinheiro,
2025-03-29,0.0,Entrada,Conta,Convenios,SUS
2025-03-29,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2025-03-30,0.0,Entrada,Conta,Convenios,GEAP
2025-03-30,1035.6900000000005,Reforço,,,
2025-03-30,0.0,Saída,Pagamentos,Tarifa,MULVI
2025-03-30,0.0,Entrada,Laboratorio,Débito,Banese
2025-03-30,0.0,Saída,Pagamentos,Financiamento,BNB
